,phase,set_input_voltage,set_output_voltage,U_in,I_in,P_in,U_out,I_out,P_out,n
2357,65.0,29.5,12.0,29.45359,0.2561069,7.54327,12.12167,0.5685515,6.891792,0.9136346
2358,65.0,30.0,8.0,29.98231,0.1747614,5.239751,8.106826,0.5942619,4.817578,0.9194288
2359,65.0,30.0,8.5,29.98052,0.18504,5.547595,8.613923,0.5922932,5.101968,0.9196721
2360,65.0,30.0,9.0,29.97943,0.1950103,5.846299,9.105433,0.5904216,5.376044,0.9195637
2361,65.0,30.0,9.5,29.9777,0.2053088,6.154684,9.613463,0.5885332,5.657843,0.9192743
2362,65.0,30.0,10.0,29.97609,0.2154975,6.459774,10.11509,0.5866759,5.934281,0.9186515
2363,65.0,30.0,10.5,29.97421,0.2256168,6.762684,10.61291,0.5848151,6.206591,0.9177702
2364,65.0,30.0,11.0,29.97275,0.2357057,7.064748,11.10981,0.5829486,6.476446,0.916727
2365,65.0,30.0,11.5,29.97125,0.2458787,7.369292,11.61117,0.581163,6.747982,0.9156892
2366,65.0,30.0,12.0,29.96981,0.256282,7.680722,12.12318,0.5793889,7.024036,0.9145021
2367,65.0,30.5,8.0,30.4753,0.1749386,5.331306,8.108579,0.6046513,4.902863,0.9196364
2368,65.0,30.5,8.5,30.47341,0.1852178,5.644217,8.615998,0.6026767,5.192661,0.9199968
2369,65.0,30.5,9.0,30.47154,0.195182,5.947497,9.107508,0.6007953,5.471748,0.9200085
2370,65.0,30.5,9.5,30.47023,0.2054794,6.261005,9.614838,0.5989458,5.758767,0.919783
2371,65.0,30.5,10.0,30.46854,0.215668,6.57109,10.11649,0.597062,6.040174,0.9192043
2372,65.0,30.5,10.5,30.46684,0.2257784,6.878754,10.61445,0.595189,6.317603,0.9184226
2373,65.0,30.5,11.0,30.46579,0.2358821,7.186336,11.11194,0.5933294,6.593042,0.9174415
2374,65.0,30.5,11.5,30.46404,0.2460486,7.495635,11.61304,0.591522,6.86937,0.9164494
2375,65.0,30.5,12.0,30.46267,0.256451,7.812182,12.12521,0.5897464,7.1508,0.9153396
2376,65.0,31.0,8.0,30.9716,0.1751295,5.42404,8.110327,0.6151266,4.988878,0.9197716
2377,65.0,31.0,8.5,30.96999,0.1854115,5.74219,8.617758,0.6131427,5.283916,0.9201916
2378,65.0,31.0,9.0,30.96845,0.1953735,6.050414,9.10949,0.6112533,5.568206,0.9203017
2379,65.0,31.0,9.5,30.96664,0.2056792,6.369194,9.616848,0.6093659,5.860179,0.9200818
2380,65.0,31.0,10.0,30.96551,0.2158422,6.683663,10.11845,0.607483,6.146788,0.9196735
2381,65.0,31.0,10.5,30.96342,0.2259581,6.996436,10.61603,0.6056103,6.429178,0.9189219
2382,65.0,31.0,11.0,30.96129,0.2360585,7.308678,11.11369,0.6037472,6.709862,0.9180678
2383,65.0,31.0,11.5,30.9599,0.2462224,7.62302,11.61481,0.6019261,6.991259,0.9171246
2384,65.0,31.0,12.0,30.9585,0.2566262,7.944762,12.12677,0.6001525,7.27791,0.916064
2385,65.0,31.5,8.0,31.46865,0.1753029,5.516545,8.11184,0.625578,5.074589,0.9198854
2386,65.0,31.5,8.5,31.46664,0.1855996,5.840197,8.619341,0.6235932,5.374962,0.9203392
2387,65.0,31.5,9.0,31.46477,0.1955572,6.153163,9.111111,0.621676,5.664159,0.920528
2388,65.0,31.5,9.5,31.46268,0.2058486,6.476551,9.618191,0.6197793,5.961155,0.9204214
2389,65.0,31.5,10.0,31.4615,0.2160179,6.796247,10.12006,0.6179224,6.253415,0.9201276
2390,65.0,31.5,10.5,31.45982,0.2261353,7.114176,10.61783,0.616057,6.541186,0.919458
2391,65.0,31.5,11.0,31.45851,0.236229,7.431413,11.11539,0.6141943,6.827008,0.9186689
2392,65.0,31.5,11.5,31.45691,0.2463894,7.750651,11.61611,0.6123879,7.113565,0.9178023
2393,65.0,31.5,12.0,31.45452,0.2568126,8.077915,12.12852,0.6106138,7.405841,0.916801
2394,65.0,32.0,8.0,31.96265,0.1754794,5.608788,8.113544,0.6360316,5.160471,0.9200689
2395,65.0,32.0,8.5,31.96098,0.1857734,5.937499,8.621191,0.6340333,5.466122,0.9206102
2396,65.0,32.0,9.0,31.95962,0.1957365,6.255663,9.112985,0.632128,5.760573,0.9208572
2397,65.0,32.0,9.5,31.95841,0.2060217,6.584124,9.62005,0.6302181,6.06273,0.9208105
2398,65.0,32.0,10.0,31.95677,0.2162041,6.909184,10.12195,0.6283659,6.360286,0.9205554
2399,65.0,32.0,10.5,31.95502,0.2262967,7.231315,10.61953,0.6264833,6.652959,0.9200207
2400,65.0,32.0,11.0,31.95424,0.236399,7.55395,11.11731,0.6246353,6.944264,0.9192891
2401,65.0,32.0,11.5,31.95214,0.246557,7.878025,11.61789,0.6228098,7.235736,0.9184709
2402,65.0,32.0,12.0,31.95075,0.2569605,8.210079,12.13004,0.621007,7.532836,0.9175108
2403,65.0,32.5,8.0,32.48022,0.1748808,5.680168,8.076517,0.6494379,5.245196,0.9234227
2404,65.0,32.5,8.5,32.47941,0.1851689,6.014176,8.584552,0.6473891,5.557545,0.9240742
2405,65.0,32.5,9.0,32.47731,0.1951553,6.338119,9.076575,0.6455137,5.859053,0.9244152
2406,65.0,32.5,9.5,32.47572,0.2054171,6.671069,9.583469,0.643625,6.16816,0.9246135
2407,65.0,32.5,10.0,32.47375,0.2156062,7.001542,10.0854,0.6416477,6.471272,0.9242639
2408,65.0,32.5,10.5,32.47268,0.2256964,7.328968,10.58309,0.6398155,6.771222,0.9238985
2409,65.0,32.5,11.0,32.47114,0.2358055,7.656874,11.08102,0.6379794,7.069462,0.923283
2410,65.0,32.5,11.5,32.46923,0.2459633,7.986237,11.58151,0.6361541,7.367625,0.9225402
2411,65.0,32.5,12.0,32.46804,0.2563497,8.323172,12.09373,0.6342773,7.670776,0.9216169
2412,65.0,33.0,8.0,32.97598,0.1750461,5.772317,8.077417,0.6598109,5.329568,0.9232979
2413,65.0,33.0,8.5,32.97523,0.1853421,6.1117,8.585531,0.6578708,5.64817,0.924157
2414,65.0,33.0,9.0,32.97325,0.1953115,6.440056,9.077822,0.6558254,5.953466,0.9244432
2415,65.0,33.0,9.5,32.97121,0.2055794,6.778201,9.58441,0.6539943,6.268149,0.9247511
2416,65.0,33.0,10.0,32.9692,0.2157797,7.114085,10.0861,0.6520951,6.577096,0.9245173
2417,65.0,33.0,10.5,32.96786,0.2258662,7.446327,10.58394,0.6501595,6.881252,0.9241136
2418,65.0,33.0,11.0,32.96581,0.2359792,7.779245,11.08216,0.6483437,7.185045,0.9236172
2419,65.0,33.0,11.5,32.96425,0.2461321,8.113559,11.58253,0.6464852,7.487931,0.9228911
2420,65.0,33.0,12.0,32.96291,0.2565245,8.455794,12.09498,0.6446474,7.796994,0.9220889
2421,65.0,33.5,8.0,33.47316,0.1752109,5.864861,8.078553,0.6702069,5.414302,0.9231765
2422,65.0,33.5,8.5,33.47078,0.1855129,6.209262,8.586777,0.668176,5.737478,0.9240193
2423,65.0,33.5,9.0,33.4691,0.1954896,6.542861,9.079025,0.6663015,6.049368,0.9245754
2424,65.0,33.5,9.5,33.46749,0.2057475,6.885853,9.585348,0.6643886,6.368396,0.9248521
2425,65.0,33.5,10.0,33.46581,0.2159218,7.225996,10.08715,0.6624557,6.682292,0.9247574
2426,65.0,33.5,10.5,33.46428,0.2260179,7.563527,10.58477,0.6606161,6.99247,0.9244987
2427,65.0,33.5,11.0,33.46238,0.2361226,7.901225,11.08315,0.6587898,7.301468,0.9240932
2428,65.0,33.5,11.5,33.461,0.2462712,8.240479,11.58342,0.6569915,7.610206,0.923515
2429,65.0,33.5,12.0,33.45951,0.2566754,8.588233,12.09587,0.6551637,7.924775,0.922748
2430,65.0,34.0,8.0,33.97035,0.1753777,5.957641,8.07937,0.6808084,5.500504,0.9232687
2431,65.0,34.0,8.5,33.96805,0.1856625,6.306594,8.587453,0.6787235,5.828506,0.9241924
2432,65.0,34.0,9.0,33.96665,0.1956559,6.645775,9.080137,0.6767405,6.144897,0.9246321
2433,65.0,34.0,9.5,33.96481,0.2059167,6.993921,9.586344,0.6748477,6.469322,0.9249921
2434,65.0,34.0,10.0,33.96302,0.2160874,7.338983,10.08839,0.673116,6.790658,0.925286
2435,65.0,34.0,10.5,33.96147,0.2261796,7.681393,10.58568,0.6711006,7.104056,0.9248396
2436,65.0,34.0,11.0,33.95956,0.2362945,8.024458,11.08422,0.6692455,7.418065,0.9244319
2437,65.0,34.0,11.5,33.95873,0.246444,8.368926,11.5843,0.6673849,7.731188,0.9237969
2438,65.0,34.0,12.0,33.95695,0.2568376,8.721423,12.09701,0.6657018,8.052999,0.9233584
2439,65.0,34.5,8.0,34.48371,0.1755653,6.054142,8.08071,0.6915784,5.588445,0.9230781
2440,65.0,34.5,8.5,34.48223,0.1858617,6.408927,8.588719,0.6895925,5.922717,0.9241354
2441,65.0,34.5,9.0,34.48057,0.1958359,6.752535,9.081235,0.6876549,6.244755,0.9248016
2442,65.0,34.5,9.5,34.47906,0.2060798,7.105439,9.587197,0.6858275,6.575163,0.9253705
2443,65.0,34.5,10.0,34.47756,0.2162594,7.456095,10.08904,0.6838694,6.899587,0.925362
2444,65.0,34.5,10.5,34.4757,0.2263527,7.803668,10.58657,0.6819034,7.219017,0.92508
2445,65.0,34.5,11.0,34.47375,0.2364706,8.152027,11.08545,0.6800604,7.538773,0.9247727
2446,65.0,34.5,11.5,34.47238,0.2466074,8.501145,11.58518,0.6782985,7.85821,0.9243708
2447,65.0,34.5,12.0,34.47105,0.2570147,8.859566,12.09769,0.676424,8.183167,0.9236534
2448,65.0,35.0,8.0,34.98171,0.1757258,6.147188,8.081428,0.7021732,5.674562,0.923115
2449,65.0,35.0,8.5,34.98005,0.186013,6.506744,8.589583,0.7001489,6.013987,0.9242699
2450,65.0,35.0,9.0,34.9782,0.1960109,6.856109,9.082594,0.6981466,6.340982,0.924866
2451,65.0,35.0,9.5,34.9766,0.2062524,7.214008,9.588267,0.6960911,6.674308,0.9251872
2452,65.0,35.0,10.0,34.9757,0.2164239,7.569577,10.0902,0.6942569,7.005193,0.9254404
2453,65.0,35.0,10.5,34.97393,0.2264983,7.921537,10.58746,0.6923791,7.330536,0.9253932
2454,65.0,35.0,11.0,34.97183,0.2366479,8.276011,11.0868,0.6904254,7.654605,0.9249148
2455,65.0,35.0,11.5,34.97005,0.2467778,8.629832,11.58646,0.6886073,7.978519,0.9245276
2456,65.0,35.0,12.0,34.96867,0.2571871,8.993489,12.09912,0.686758,8.30917,0.9239094
2457,70.0,25.0,8.0,24.93111,0.1789459,4.46132,8.091995,0.5029315,4.06972,0.9122232
2458,70.0,25.0,8.5,24.92907,0.189582,4.726104,8.597919,0.5011023,4.308436,0.9116254
2459,70.0,25.0,9.0,24.92754,0.1999354,4.983897,9.089724,0.4993387,4.538851,0.9107032
2460,70.0,25.0,9.5,24.9254,0.2106294,5.250023,9.598661,0.4975618,4.775927,0.9096963
2461,70.0,25.0,10.0,24.92475,0.2211833,5.512939,10.10018,0.4958219,5.007888,0.9083881
2462,70.0,25.0,10.5,24.92287,0.2316539,5.773482,10.5982,0.493991,5.235414,0.9068035
2463,70.0,25.0,11.0,24.92088,0.242095,6.03322,11.09487,0.4921899,5.460781,0.9051188
2464,70.0,25.0,11.5,24.91926,0.2526635,6.296187,11.59689,0.4904374,5.687551,0.9033324
2465,70.0,25.0,12.0,24.91796,0.2634273,6.564074,12.10867,0.4887646,5.918292,0.9016187
2466,70.0,25.5,8.0,25.47352,0.1791094,4.562546,8.093834,0.5146474,4.165471,0.9129707
2467,70.0,25.5,8.5,25.47172,0.1897649,4.83364,8.600011,0.5128422,4.410449,0.9124488
2468,70.0,25.5,9.0,25.46986,0.2001048,5.09664,9.091812,0.5110297,4.646186,0.9116174
2469,70.0,25.5,9.5,25.46834,0.2108088,5.36895,9.600822,0.5092831,4.889536,0.9107063
2470,70.0,25.5,10.0,25.46668,0.2213597,5.637297,10.10221,0.5074897,5.126768,0.9094372
2471,70.0,25.5,10.5,25.4647,0.2318473,5.90392,10.60013,0.5056915,5.360394,0.9079382
2472,70.0,25.5,11.0,25.4632,0.2422904,6.169488,11.09655,0.5038843,5.591375,0.9062948
2473,70.0,25.5,11.5,25.46156,0.2528434,6.437786,11.5987,0.5021521,5.824311,0.9047071
2474,70.0,25.5,12.0,25.45946,0.263605,6.711241,12.1105,0.5004183,6.060315,0.9030095
2475,70.0,26.0,8.0,25.96995,0.1792843,4.656005,8.095537,0.5253693,4.253147,0.9134757
2476,70.0,26.0,8.5,25.96847,0.1899437,4.932546,8.601783,0.5235674,4.503613,0.9130402
2477,70.0,26.0,9.0,25.96715,0.2002832,5.200784,9.093547,0.521759,4.74464,0.9122932
2478,70.0,26.0,9.5,25.96559,0.2109773,5.478149,9.602262,0.5200301,4.993466,0.9115243
2479,70.0,26.0,10.0,25.9637,0.2215286,5.751702,10.10366,0.5182347,5.236068,0.910351
2480,70.0,26.0,10.5,25.96199,0.2320055,6.023324,10.60158,0.5164326,5.475004,0.9089671
2481,70.0,26.0,11.0,25.96041,0.2424629,6.294435,11.09778,0.5146085,5.71101,0.907311
2482,70.0,26.0,11.5,25.9588,0.2530259,6.568248,11.60021,0.5128732,5.949438,0.9057876
2483,70.0,26.0,12.0,25.95635,0.2637914,6.847063,12.11196,0.5111516,6.191047,0.9041901
2484,70.0,26.5,8.0,26.46719,0.1794797,4.750324,8.096766,0.5360994,4.340671,0.9137632
2485,70.0,26.5,8.5,26.46546,0.1901293,5.03186,8.603257,0.5343074,4.596784,0.9135356
2486,70.0,26.5,9.0,26.46355,0.2004662,5.305049,9.095125,0.5325263,4.843393,0.912978
2487,70.0,26.5,9.5,26.46195,0.21116,5.587707,9.603897,0.5307305,5.097081,0.9121955
2488,70.0,26.5,10.0,26.46063,0.2217,5.866323,10.10538,0.5289667,5.34541,0.9112027
2489,70.0,26.5,10.5,26.45912,0.2321866,6.143452,10.60316,0.5271617,5.589578,0.9098432
2490,70.0,26.5,11.0,26.45733,0.2426306,6.419359,11.09958,0.5253711,5.831399,0.9084083
2491,70.0,26.5,11.5,26.45487,0.2531753,6.697718,11.60178,0.5235826,6.07449,0.9069491
2492,70.0,26.5,12.0,26.4535,0.2639579,6.98261,12.11371,0.5218973,6.322114,0.9054084
2493,70.0,27.0,8.0,26.96872,0.1796486,4.844892,8.098794,0.5468702,4.428989,0.9141565
2494,70.0,27.0,8.5,26.9669,0.1903101,5.132073,8.60546,0.5449899,4.689889,0.9138391
2495,70.0,27.0,9.0,26.96493,0.200646,5.410406,9.096907,0.5432067,4.941501,0.9133326
2496,70.0,27.0,9.5,26.96323,0.2113449,5.698542,9.605535,0.5414523,5.200939,0.9126789
2497,70.0,27.0,10.0,26.96074,0.2218902,5.982324,10.10709,0.5396784,5.454577,0.9117823
2498,70.0,27.0,10.5,26.95879,0.2323488,6.263841,10.6049,0.5378667,5.704023,0.9106271
2499,70.0,27.0,11.0,26.95703,0.2428066,6.545342,11.10165,0.5360439,5.950969,0.9091914
2500,70.0,27.0,11.5,26.95575,0.2533607,6.829528,11.60354,0.5343177,6.199977,0.9078192
2501,70.0,27.0,12.0,26.95303,0.2641285,7.119061,12.11558,0.5325961,6.452709,0.9063988
2502,70.0,27.5,8.0,27.48227,0.1798361,4.942305,8.100812,0.5579745,4.520047,0.9145626
2503,70.0,27.5,8.5,27.48019,0.1905041,5.23509,8.607594,0.5561323,4.786961,0.9143989
2504,70.0,27.5,9.0,27.47812,0.2008311,5.518461,9.098953,0.5543348,5.043866,0.9139987
2505,70.0,27.5,9.5,27.47653,0.211523,5.811919,9.607618,0.5525914,5.309087,0.9134827
2506,70.0,27.5,10.0,27.47504,0.2220556,6.100986,10.1089,0.5508106,5.568088,0.9126537
2507,70.0,27.5,10.5,27.47305,0.2325373,6.388509,10.60674,0.5490004,5.823106,0.9114969
2508,70.0,27.5,11.0,27.47126,0.2429938,6.675344,11.10346,0.5472131,6.075957,0.9102088
2509,70.0,27.5,11.5,27.46959,0.2535534,6.965009,11.6052,0.5454313,6.329838,0.9088055
2510,70.0,27.5,12.0,27.46754,0.2643189,7.26019,12.11725,0.5437158,6.588342,0.9074614
2511,70.0,28.0,8.0,27.97742,0.1800278,5.036713,8.102322,0.5686951,4.607751,0.9148329
2512,70.0,28.0,8.5,27.97524,0.1906954,5.33475,8.609603,0.5668455,4.880315,0.9148161
2513,70.0,28.0,9.0,27.97388,0.20103,5.623589,9.101043,0.5650792,5.142809,0.9145067
2514,70.0,28.0,9.5,27.97165,0.2117201,5.922159,9.609308,0.563305,5.412971,0.9140198
2515,70.0,28.0,10.0,27.97031,0.2222457,6.216283,10.11061,0.5615022,5.677129,0.9132676
2516,70.0,28.0,10.5,27.96834,0.2327185,6.508751,10.60853,0.5597336,5.937948,0.9123023
2517,70.0,28.0,11.0,27.96655,0.2431718,6.800677,11.10541,0.5579069,6.195783,0.9110538
2518,70.0,28.0,11.5,27.96482,0.2537212,7.09527,11.60715,0.5561593,6.455425,0.9098209
2519,70.0,28.0,12.0,27.96327,0.2644809,7.395752,12.11898,0.5544514,6.719385,0.9085465
2520,70.0,28.5,8.0,28.47375,0.1802126,5.131328,8.10423,0.5794747,4.696196,0.9152009
2521,70.0,28.5,8.5,28.47201,0.1908681,5.434399,8.611382,0.5776167,4.974078,0.9152949
2522,70.0,28.5,9.0,28.47032,0.2012038,5.728336,9.102673,0.5758306,5.241598,0.9150296
2523,70.0,28.5,9.5,28.46832,0.2118841,6.031983,9.610705,0.5740504,5.517029,0.9146293
2524,70.0,28.5,10.0,28.46719,0.2224248,6.331808,10.11224,0.5722712,5.786943,0.9139479
2525,70.0,28.5,10.5,28.46457,0.2328989,6.629367,10.61015,0.5704682,6.052752,0.913021
2526,70.0,28.5,11.0,28.4632,0.2433408,6.926259,11.10724,0.568657,6.316209,0.9119223
2527,70.0,28.5,11.5,28.46193,0.2538972,7.226403,11.60881,0.5668877,6.58089,0.910673
2528,70.0,28.5,12.0,28.46007,0.2646613,7.53228,12.12079,0.5651746,6.850365,0.9094676
2529,70.0,29.0,8.0,28.97042,0.1803821,5.225745,8.105905,0.5901871,4.784,0.9154676
2530,70.0,29.0,8.5,28.96851,0.1910491,5.534407,8.612919,0.5883707,5.067589,0.9156516
2531,70.0,29.0,9.0,28.96709,0.2013744,5.833232,9.104548,0.5865597,5.340361,0.9155063
2532,70.0,29.0,9.5,28.96572,0.2120526,6.142256,9.612228,0.5848078,5.621305,0.9151859
2533,70.0,29.0,10.0,28.96402,0.2225913,6.44714,10.1139,0.5830045,5.896447,0.9145833
2534,70.0,29.0,10.5,28.96222,0.2330573,6.749857,10.61161,0.5811902,6.167363,0.9137027
2535,70.0,29.0,11.0,28.96022,0.2435219,7.052449,11.10878,0.5793918,6.436335,0.9126382
2536,70.0,29.0,11.5,28.9586,0.2540545,7.357063,11.61014,0.577625,6.706308,0.9115469
2537,70.0,29.0,12.0,28.95702,0.2648209,7.668424,12.12231,0.5759007,6.981247,0.9103888
2538,70.0,29.5,8.0,29.46615,0.1805492,5.320089,8.107348,0.6009257,4.871914,0.915758
2539,70.0,29.5,8.5,29.46452,0.1912243,5.63433,8.614839,0.5990576,5.160784,0.9159535
2540,70.0,29.5,9.0,29.46238,0.2015598,5.938429,9.106401,0.5972766,5.43904,0.9159055
2541,70.0,29.5,9.5,29.46136,0.212235,6.252732,9.614024,0.5955083,5.725231,0.9156367
2542,70.0,29.5,10.0,29.45956,0.2227821,6.563062,10.11572,0.5937261,6.005966,0.9151165
2543,70.0,29.5,10.5,29.45762,0.2332561,6.87117,10.61378,0.5919166,6.282474,0.9143237
2544,70.0,29.5,11.0,29.45594,0.2437128,7.178788,11.11094,0.5901017,6.556585,0.9133275
2545,70.0,29.5,11.5,29.45414,0.2542493,7.488696,11.61205,0.5883275,6.831686,0.9122665
2546,70.0,29.5,12.0,29.45235,0.2649977,7.804803,12.12394,0.5866062,7.111978,0.9112308
2547,70.0,30.0,8.0,29.9814,0.1807558,5.419311,8.109286,0.6120903,4.963616,0.9159128
2548,70.0,30.0,8.5,29.98008,0.1914314,5.739128,8.616725,0.6101999,5.257925,0.916154
2549,70.0,30.0,9.0,29.97828,0.201745,6.047967,9.108253,0.6084123,5.541574,0.9162705
2550,70.0,30.0,9.5,29.97658,0.2124141,6.367448,9.61572,0.6066324,5.833207,0.9160981
2551,70.0,30.0,10.0,29.97496,0.2229503,6.682927,10.11724,0.604849,6.119402,0.9156768
2552,70.0,30.0,10.5,29.97308,0.2334212,6.996353,10.61519,0.6030248,6.401222,0.9149369
2553,70.0,30.0,11.0,29.97175,0.2438923,7.309879,11.11274,0.601222,6.681225,0.9139994
2554,70.0,30.0,11.5,29.9701,0.2544278,7.625227,11.61368,0.5994789,6.962158,0.9130427
2555,70.0,30.0,12.0,29.96838,0.2651861,7.947196,12.12583,0.5977507,7.248226,0.9120482
2556,70.0,30.5,8.0,30.47427,0.1809315,5.513753,8.110995,0.6227477,5.051103,0.9160916
2557,70.0,30.5,8.5,30.47313,0.1915875,5.838271,8.618403,0.6208559,5.350787,0.916502
2558,70.0,30.5,9.0,30.47086,0.2019221,6.152739,9.110205,0.6190737,5.639889,0.9166469
2559,70.0,30.5,9.5,30.46988,0.2125945,6.47773,9.617509,0.6172838,5.936733,0.9164835
2560,70.0,30.5,10.0,30.46835,0.2231518,6.799067,10.11919,0.6155046,6.228409,0.9160683
2561,70.0,30.5,10.5,30.46629,0.2336051,7.117081,10.61695,0.6137001,6.515625,0.9154912
2562,70.0,30.5,11.0,30.46457,0.2440737,7.435602,11.11468,0.6118774,6.800823,0.9146298
2563,70.0,30.5,11.5,30.46313,0.2546041,7.756037,11.61549,0.6101377,7.087051,0.9137464
2564,70.0,30.5,12.0,30.46113,0.2653727,8.083551,12.1277,0.6083847,7.378305,0.9127554
2565,70.0,31.0,8.0,30.9705,0.1811099,5.609063,8.112566,0.633475,5.139108,0.916215
2566,70.0,31.0,8.5,30.96882,0.19178,5.9392,8.620067,0.6316264,5.444662,0.9167332
2567,70.0,31.0,9.0,30.9678,0.2021201,6.259213,9.112094,0.6298286,5.739058,0.9168976
2568,70.0,31.0,9.5,30.9658,0.2127797,6.588893,9.619201,0.6280078,6.040933,0.9168358
2569,70.0,31.0,10.0,30.96436,0.2233376,6.915504,10.12103,0.6262052,6.337843,0.9164687
2570,70.0,31.0,10.5,30.96298,0.233787,7.23874,10.61877,0.624414,6.630508,0.9159754
2571,70.0,31.0,11.0,30.96093,0.2442573,7.562433,11.11627,0.6226037,6.92103,0.9151856
2572,70.0,31.0,11.5,30.95955,0.2547716,7.887613,11.61688,0.6208493,7.21233,0.9143869
2573,70.0,31.0,12.0,30.95714,0.265545,8.220514,12.12891,0.6191124,7.509157,0.9134656
2574,70.0,31.5,8.0,31.46796,0.1813099,5.705453,8.114285,0.6442103,5.227306,0.9161947
2575,70.0,31.5,8.5,31.46684,0.1919735,6.040801,8.621901,0.6423606,5.53837,0.916827
2576,70.0,31.5,9.0,31.46483,0.2023077,6.365579,9.113722,0.6405602,5.837887,0.9171023
2577,70.0,31.5,9.5,31.46324,0.2129629,6.700502,9.62076,0.6387706,6.145459,0.9171639
2578,70.0,31.5,10.0,31.46128,0.2235027,7.031681,10.12239,0.6369827,6.447784,0.916962
2579,70.0,31.5,10.5,31.45976,0.2339707,7.360664,10.62009,0.6351658,6.745515,0.9164276
2580,70.0,31.5,11.0,31.45806,0.2444485,7.689874,11.11828,0.6333553,7.04182,0.9157262
2581,70.0,31.5,11.5,31.45681,0.2549573,8.020143,11.6186,0.6316023,7.338335,0.914988
2582,70.0,31.5,12.0,31.45438,0.2657191,8.358028,12.1308,0.629854,7.64063,0.9141666
2583,70.0,32.0,8.0,31.96346,0.180671,5.774869,8.076777,0.6574869,5.310375,0.9195663
2584,70.0,32.0,8.5,31.962,0.1913368,6.115506,8.58481,0.6556182,5.628358,0.9203421
2585,70.0,32.0,9.0,31.95993,0.2016768,6.445578,9.076789,0.6537092,5.933581,0.9205661
2586,70.0,32.0,9.5,31.958,0.2123217,6.785376,9.583553,0.6519362,6.247865,0.9207839
2587,70.0,32.0,10.0,31.95664,0.2228633,7.121964,10.08524,0.6500815,6.556231,0.9205651
2588,70.0,32.0,10.5,31.95518,0.2333291,7.456074,10.58303,0.6483454,6.861458,0.9202508
2589,70.0,32.0,11.0,31.95336,0.243791,7.78994,11.08135,0.6465172,7.164284,0.9196842
2590,70.0,32.0,11.5,31.95162,0.2543228,8.126025,11.58178,0.6447209,7.467015,0.9189014
2591,70.0,32.0,12.0,31.94988,0.2650906,8.469611,12.09425,0.6429977,7.776574,0.9181736
2592,70.0,32.5,8.0,32.47952,0.1808342,5.873409,8.077711,0.6685568,5.400409,0.9194675
2593,70.0,32.5,8.5,32.47778,0.1915091,6.219791,8.585933,0.666766,5.724808,0.9204182
2594,70.0,32.5,9.0,32.47635,0.2018492,6.555326,9.078135,0.6649086,6.036129,0.9207977
2595,70.0,32.5,9.5,32.47491,0.2125011,6.900956,9.584649,0.6631844,6.35639,0.9210883
2596,70.0,32.5,10.0,32.47309,0.2230435,7.242911,10.08658,0.6613229,6.670489,0.9209679
2597,70.0,32.5,10.5,32.47128,0.2334972,7.581952,10.58428,0.6595237,6.980585,0.9206843
2598,70.0,32.5,11.0,32.46952,0.2439748,7.921743,11.08266,0.6577538,7.289663,0.9202094
2599,70.0,32.5,11.5,32.46752,0.2544905,8.262673,11.58281,0.6559728,7.598007,0.9195579
2600,70.0,32.5,12.0,32.46611,0.2652585,8.611913,12.09529,0.6541872,7.912585,0.9187953
2601,70.0,33.0,8.0,32.97499,0.18101,5.968803,8.078781,0.6793788,5.488553,0.9195399
2602,70.0,33.0,8.5,32.97368,0.1916679,6.319994,8.586811,0.6775167,5.817708,0.9205242
2603,70.0,33.0,9.0,32.97119,0.2020157,6.660699,9.079333,0.6756079,6.134069,0.9209349
2604,70.0,33.0,9.5,32.9699,0.212661,7.011414,9.585646,0.6738251,6.459049,0.9212192
2605,70.0,33.0,10.0,32.96841,0.2232149,7.359039,10.08755,0.6720101,6.778936,0.9211714
2606,70.0,33.0,10.5,32.96602,0.2336667,7.703062,10.58495,0.6701546,7.093553,0.9208745
2607,70.0,33.0,11.0,32.96476,0.2441389,8.047982,11.08367,0.6683519,7.407794,0.9204535
2608,70.0,33.0,11.5,32.96348,0.254665,8.394643,11.5839,0.6666368,7.722253,0.9199026
2609,70.0,33.0,12.0,32.96204,0.265426,8.748982,12.09627,0.6648096,8.041718,0.9191604
2610,70.0,33.5,8.0,33.47171,0.1811763,6.064282,8.079635,0.690047,5.575328,0.9193715
2611,70.0,33.5,8.5,33.46987,0.191848,6.421128,8.588002,0.6881394,5.909742,0.920359
2612,70.0,33.5,9.0,33.46862,0.2022064,6.767568,9.080723,0.6862857,6.23197,0.9208582
2613,70.0,33.5,9.5,33.46669,0.2128286,7.122668,9.586626,0.6844518,6.561583,0.9212255
2614,70.0,33.5,10.0,33.4651,0.2233854,7.475615,10.08881,0.6826478,6.887105,0.921276
2615,70.0,33.5,10.5,33.46412,0.2338347,7.82507,10.58616,0.6808358,7.207434,0.9210696
2616,70.0,33.5,11.0,33.46226,0.2443035,8.174948,11.08479,0.6790171,7.526762,0.9207107
2617,70.0,33.5,11.5,33.46043,0.2548173,8.526297,11.58494,0.6772632,7.846053,0.9202181
2618,70.0,33.5,12.0,33.4589,0.2655928,8.886442,12.09734,0.6755517,8.17238,0.9196459
2619,70.0,34.0,8.0,33.96987,0.1813571,6.160676,8.080946,0.7007588,5.662794,0.9191837
2620,70.0,34.0,8.5,33.96809,0.192033,6.522994,8.588959,0.6988951,6.002781,0.9202494
2621,70.0,34.0,9.0,33.96625,0.2023899,6.874424,9.081999,0.6970941,6.331008,0.920951
